N/N	Stiffness	N	Strain	Stress								
1,87394356431562E-6	1	1	0,261399586424811	0,161302935568291	--	--	--	--	--	--	--	--
0,00187394356431562	0,862674466641011	1	0,303808906191467	0,187629001348018	--	--	--	--	--	--	--	--
0,00374788712863123	0,829062961666479	1	0,333697142442177	0,218089621153047	--	--	--	--	--	--	--	--
0,00562183069294685	0,792639081912799	1	0,360343482003094	0,23581824007577	--	--	--	--	--	--	--	--
0,00749577425726247	0,782073022315391	1	0,394077743799009	0,258775130545762	--	--	--	--	--	--	--	--
0,00936971782157808	0,787245201357622	1	0,413002074105226	0,276388621308284	--	--	--	--	--	--	--	--
0,0112436613858937	0,749619880093372	1	0,421703715123244	0,289611872932425	--	--	--	--	--	--	--	--
0,0131176049502093	0,73948315448317	1	0,402824313067412	0,277676268303999	--	--	--	--	--	--	--	--
0,0149915485145249	0,749389270770972	1	0,402824313067412	0,26477520786606	--	--	--	--	--	--	--	--
0,0168654920788406	0,709964244368319	1	0,382381908579344	0,249050992567511	--	--	--	--	--	--	--	--
0,0187394356431562	0,736019551959107	1	0,348528688148202	0,225740334498442	--	--	--	--	--	--	--	--
0,0206133792074718	0,680322224947597	1	0,302306140776641	0,193591075197947	--	--	--	--	--	--	--	--
0,0224873227717874	0,704170049088379	1	0,26445293187366	0,171608861967772	--	--	--	--	--	--	--	--
0,024361266336103	0,706512550809032	1	0,221322320913197	0,138220577758656	--	--	--	--	--	--	--	--
0,0262352099004186	0,702712193805566	1	0,166024006913671	0,124141409739567	--	--	--	--	--	--	--	--
0,0281091534647343	0,695884387880351	1	0,131866804096415	0,0949698341166578	--	--	--	--	--	--	--	--
0,0299830970290499	0,719678226875858	1	0,100088576729613	0,0710564298302063	--	--	--	--	--	--	--	--
0,0318570405933655	0,688353086796	1	0,0776944901370223	0,0636798444584982	--	--	--	--	--	--	--	--
0,0337309841576811	0,69407222966536	1	0,0846532504190337	0,0525875815472984	--	--	--	--	--	--	--	--
0,0356049277219967	0,692394471888955	1	0,0811821577885403	0,0581436330264196	--	--	--	--	--	--	--	--
0,0374788712863123	0,683745312363196	1	0,105173289062505	0,0731407525170521	--	--	--	--	--	--	--	--
0,039352814850628	0,672249327159003	1	0,128565507862097	0,0850185136280969	--	--	--	--	--	--	--	--
0,0412267584149436	0,664602313511259	1	0,153113424274567	0,0957363305813486	--	--	--	--	--	--	--	--
0,0431007019792592	0,670754640401453	1	0,200985301353809	0,10943183121217	--	--	--	--	--	--	--	--
0,0449746455435748	0,682563867647642	1	0,225985414400025	0,152054120406812	--	--	--	--	--	--	--	--
0,0468485891078904	0,662452211759018	1000	0,497755161172309	0,374486476360287	--	--	--	--	--	--	--	--
0,048722532672206	0,686360903860145	1000	0,53034845429615	0,420380137815946	--	--	--	--	--	--	--	--
0,0505964762365217	0,669835107507658	1000	0,583721034878298	0,45276859542988	--	--	--	--	--	--	--	--
0,0524704198008373	0,684315234631354	1000	0,60463790166687	0,447283521020408	--	--	--	--	--	--	--	--
0,0543443633651529	0,669565422132193	1000	0,635171986473858	0,458265965079746	--	--	--	--	--	--	--	--
0,0562183069294685	0,665750638023831	1000	0,640705923847297	0,464442926199591	--	--	--	--	--	--	--	--
0,0580922504937841	0,653609631366942	1000	0,637939621900566	0,453509383664596	--	--	--	--	--	--	--	--
0,0599661940580997	0,661978377359585	1000	0,582323644077133	0,427611415800984	--	--	--	--	--	--	--	--
0,0618401376224154	0,660743325667953	1000	0,558510065493376	0,417176389377175	--	--	--	--	--	--	--	--
0,063714081186731	0,65065022612553	1000	0,528936074530958	0,387069537171239	--	--	--	--	--	--	--	--
0,0655880247510466	0,648183167195608	1000	0,487788904256683	0,355597354405178	--	--	--	--	--	--	--	
0,0674619683153622	0,630578047228711	1000	0,436162456498592	0,31293762061473	--	--	--	--	--	--	--	
0,0693359118796778	0,647648192060851	1000	0,386772441858005	0,279287503672321	--	--	--	--	--	--	--	
0,0712098554439935	0,643561238193943	1000	0,330722125881036	0,239174281833253	--	--	--	--	--	--	--	
0,0730837990083091	0,660885718207876	1000	0,291763240635462	0,196342973551628	--	--	--	--	--	--	--	
0,0749577425726247	0,646519157702685	1000	0,262926751627281	0,182263805532554	--	--	--	--	--	--	--	
0,0768316861369403	0,651149618542182	1000	0,249145941050502	0,176678413138821	--	--	--	--	--	--	--	
0,0787056297012559	0,647629337076874	1000	0,235279861067402	0,177291777972942	--	--	--	--	--	--	--	
0,0805795732655715	0,630757936883547	1000	0,253748736324726	0,180979232346945	--	--	--	--	--	--	--	
0,0824535168298872	0,644993075277076	1000	0,26445293187366	0,192857272895271	--	--	--	--	--	--	--	
0,0843274603942028	0,629249887649549	1000	0,312808335433557	0,215641750562228	--	--	--	--	--	--	--	
0,0862014039585184	0,617141946499769	1000	0,341121872438338	0,253053931632957	--	--	--	--	--	--	--	
0,088075347522834	0,65163891808346	1000	0,383846038976424	0,274383099934971	--	--	--	--	--	--	--	
0,0899492910871496	0,641802818741633	1000	0,42893985528392	0,320595599329461	--	--	--	--	--	--	--	
0,0918232346514652	0,630054224876811	2000	0,493486649026867	0,375087825391264	--	--	--	--	--	--	--	
0,0936971782157809	0,640604969058858	2000	0,544449493792822	0,425276158434836	--	--	--	--	--	--	--	
0,0955711217800965	0,647777339475368	2000	0,597674681996585	0,440377508031694	--	--	--	--	--	--	--	
0,0974450653444121	0,630255391767822	2000	0,647615890723628	0,480520350222656	--	--	--	--	--	--	--	
0,0993190089087277	0,630820800995928	2000	0,680671657610363	0,513270399679566	--	--	--	--	--	--	--	
0,101192952473043	0,646460986558639	2000	0,703978165406453	0,52238648213205	--	--	--	--	--	--	--	
0,103066896037359	0,628511098362745	2000	0,703978165406453	0,514490422853019	--	--	--	--	--	--	--	
0,104940839601675	0,650430574469747	2000	0,702609593171131	0,510947158116547	--	--	--	--	--	--	--	
0,10681478316599	0,635604928059269	2000	0,68341814852957	0,504399104286141	--	--	--	--	--	--	--	
0,108688726730306	0,626157638797401	2000	0,650377580419511	0,473564597397726	--	--	--	--	--	--	--	
0,110562670294621	0,636381670468638	2000	0,610202064211739	0,443446288263222	--	--	--	--	--	--	--	
0,112436613858937	0,647570217367153	2000	0,566927503667601	0,430435408973437	--	--	--	--	--	--	--	
0,114310557423253	0,629685957101324	2000	0,523282350047063	0,396569845886567	--	--	--	--	--	--	--	
0,116184500987568	0,62298065112215	2000	0,483510742174942	0,352760227680457	--	--	--	--	--	--	--	
0,118058444551884	0,638479960022298	2000	0,433275022940849	0,312344654702213	--	--	--	--	--	--	--	
0,1199323881162	0,626989819637758	2000	0,382381908579344	0,274537908189227	--	--	--	--	--	--	--	
0,121806331680515	0,638062752545685	2000	0,33221000418955	0,231804402956319	--	--	--	--	--	--	--	
0,123680275244831	0,613335898253661	2000	0,302306140776641	0,216144458232645	--	--	--	--	--	--	--	
0,125554218809146	0,63726000984546	2000	0,29025368574493	0,206790854090408	--	--	--	--	--	--	--	
0,127428162373462	0,6245001447614	2000	0,282692706112249	0,203668701337995	--	--	--	--	--	--	--	
0,129302105937778	0,620144474937452	2000	0,288743258023155	0,204483819889763	--	--	--	--	--	--	--	
0,131176049502093	0,611808553830918	2000	0,314305424770058	0,23315659996419	--	--	--	--	--	--	--	
0,133049993066409	0,636354327251289	2000	0,357393872274555	0,250227144087679	--	--	--	--	--	--	--	
0,134923936630724	0,630900898920845	2000	0,398453695134106	0,275097900502463	--	--	--	--	--	--	--	
0,13679788019504	0,614112315690596	2000	0,436162456498592	0,307753779595324	--	--	--	--	--	--	--	
0,138671823759356	0,604200925300994	2000	0,482083754810059	0,358555756910298	--	--	--	--	--	--	--	
0,140545767323671	0,606300120691594	3000	0,540223489535346	0,435034108324225	--	--	--	--	--	--	--	
0,142419710887987	0,61760885437782	3000	0,596280959087993	0,460388570674242	--	--	--	--	--	--	--	
0,144293654452303	0,627288775244452	3000	0,653137967738008	0,495819261977916	--	--	--	--	--	--	--	
0,146167598016618	0,611299663336037	3000	0,705346442086568	0,528735297180352	--	--	--	--	--	--	--	
0,148041541580934	0,597893391060183	3000	0,72856259255688	0,569143884226555	--	--	--	--	--	--	--	
0,149915485145249	0,605447263089084	3000	0,742180679835334	0,580207923972267	--	--	--	--	--	--	--	
0,151789428709565	0,627796411087811	3000	0,743540954330723	0,574887438121932	--	--	--	--	--	--	--	
0,153663372273881	0,612496019938017	3000	0,729925666059149	0,580100899493231	--	--	--	--	--	--	--	
0,155537315838196	0,605990455638851	3000	0,705346442086568	0,549257450611793	--	--	--	--	--	--	--	
0,157411259402512	0,621203605683814	3000	0,680671657610363	0,513839054548544	--	--	--	--	--	--	--	
0,159285202966827	0,622404607832013	3000	0,647615890723628	0,494149903654917	--	--	--	--	--	--	--	
0,161159146531143	0,616889791117011	3000	0,597674681996585	0,462296568436119	--	--	--	--	--	--	--	
0,163033090095459	0,629413305778257	3000	0,548671856475594	0,426249997362809	--	--	--	--	--	--	--	
0,164907033659774	0,612700587972973	3000	0,499177093484573	0,38856145282013	--	--	--	--	--	--	--	
0,16678097722409	0,604786806365556	3000	0,449129887068892	0,343233931297904	--	--	--	--	--	--	--	
0,168654920788406	0,620006995830967	3000	0,395536991279677	0,302951091028625	--	--	--	--	--	--	--	
0,170528864352721	0,634692981747518	3000	0,354441555205078	0,279765341424637	--	--	--	--	--	--	--	
0,172402807917037	0,622170213362115	3000	0,323271489483984	0,257757699401799	--	--	--	--	--	--	--	
0,174276751481352	0,617350239283406	3000	0,305310846134623	0,244963384005601	--	--	--	--	--	--	--	
0,176150695045668	0,622749049080834	3000	0,317297232314771	0,247561312416868	--	--	--	--	--	--	--	
0,178024638609984	0,634017437437633	3000	0,33221000418955	0,268943014927909	--	--	--	--	--	--	--	
0,179898582174299	0,625059075614758	3000	0,367705838045664	0,280956861995321	--	--	--	--	--	--	--	
0,181772525738615	0,613236535396858	3000	0,394077743799009	0,301932262698258	--	--	--	--	--	--	--	
0,18364646930293	0,62104727434585	3000	0,434719006088196	0,332855910079649	--	--	--	--	--	--	--	
0,185520412867246	0,628188637263224	3000	0,486363315222679	0,380467551945401	--	--	--	--	--	--	--	
0,187394356431562	0,611803406384896	4000	0,606029473731413	0,457729166060925	--	--	--	--	--	--	--	
0,189268299995877	0,602351831823082	4000	0,644852891859021	0,513636741956334	--	--	--	--	--	--	--	
0,191142243560193	0,609663998574543	4000	0,688907458844568	0,547738988421099	--	--	--	--	--	--	--	
0,193016187124509	0,599613488848045	4000	0,73673680492973	0,59020088061585	--	--	--	--	--	--	--	
0,194890130688824	0,626362537197188	4000	0,761199587767503	0,605332968313726	--	--	--	--	--	--	--	
0,19676407425314	0,620366286793291	4000	0,781518594942427	0,617016520513741	--	--	--	--	--	--	--	
0,198638017817455	0,61562512143702	4000	0,781518594942427	0,614842777896638	--	--	--	--	--	--	--	
0,200511961381771	0,593133355757925	4000	0,759842859747523	0,576062751330256	--	--	--	--	--	--	--	
0,202385904946087	0,61677344073671	4000	0,738098191444211	0,544869726408956	--	--	--	--	--	--	--	
0,204259848510402	0,619644853771502	4000	0,664166626741684	0,518543101754667	--	--	--	--	--	--	--	
0,206133792074718	0,60604013593487	4000	0,618537767803927	0,4802736071026	--	--	--	--	--	--	--	
0,208007735639033	0,622020835045328	4000	0,558510065493376	0,451450489770413	--	--	--	--	--	--	--	
0,209881679203349	0,602587422640925	4000	0,500598575889773	0,400546238410211	--	--	--	--	--	--	--	
0,211755622767665	0,601772603956565	4000	0,464922790760794	0,348592700055889	--	--	--	--	--	--	--	
0,21362956633198	0,608822025147017	4000	0,415904864141125	0,319353221173452	--	--	--	--	--	--	--	
0,215503509896296	0,603814580946327	4000	0,3721153811538	0,285720988217089	--	--	--	--	--	--	--	
0,217377453460612	0,620323695787155	4000	0,345568081343021	0,278621325191907	--	--	--	--	--	--	--	
0,219251397024927	0,614784277310585	4000	0,333697142442177	0,270589179956509	--	--	--	--	--	--	--	
0,221125340589243	0,61003158066522	4000	0,342604653529071	0,280823570411779	--	--	--	--	--	--	--	
0,222999284153558	0,608662614042382	4000	0,366234687173225	0,288337359488979	--	--	--	--	--	--	--	
0,224873227717874	0,592566117723718	4000	0,407189668243525	0,303750840529878	--	--	--	--	--	--	--	
0,22674717128219	0,610341870375952	4000	0,430385449735064	0,341653154593318	--	--	--	--	--	--	--	
0,228621114846505	0,599415148631294	4000	0,482083754810059	0,37513868297659	--	--	--	--	--	--	--	
0,230495058410821	0,601219952617104	4000	0,517621830068088	0,413597636105894	--	--	--	--	--	--	--	
0,232369001975137	0,605357234129881	5000	0,576730343012555	0,452116947688124	--	--	--	--	--	--	--	
0,234242945539452	0,607929428982191	5000	0,637939621900566	0,491527943637392	--	--	--	--	--	--	--	
0,236116889103768	0,599587680581014	5000	0,694391913462202	0,529557681101442	--	--	--	--	--	--	--	
0,237990832668083	0,607166594579184	5000	0,735375138841914	0,583401053794314	--	--	--	--	--	--	--	
0,239864776232399	0,603931980560633	5000	0,777459536039199	0,616350900907889	--	--	--	--	--	--	--	
0,241738719796715	0,60732484302849	5000	0,805824296141883	0,62579308666854	--	--	--	--	--	--	--	
0,24361266336103	0,603097893401171	5000	0,808519862712744	0,639388269315115	--	--	--	--	--	--	--	
0,245486606925346	0,592390812899397	5000	0,801779065775047	0,64650553688906	--	--	--	--	--	--	--	
0,247360550489661	0,602198466749637	5000	0,790980653629398	0,615891785453476	--	--	--	--	--	--	--	
0,249234494053977	0,601907140970164	5000	0,759842859747523	0,601053106901753	--	--	--	--	--	--	--	
0,251108437618293	0,606794927444571	5000	0,724471668977706	0,573756834878736	--	--	--	--	--	--	--	
0,252982381182608	0,607200256188901	5000	0,673800027437456	0,520104038412225	--	--	--	--	--	--	--	
0,254856324746924	0,60437460765149	5000	0,619925834474231	0,478645046622779	--	--	--	--	--	--	--	
0,25673026831124	0,595486899405729	5000	0,57393143426407	0,430036651971935	--	--	--	--	--	--	--	
0,258604211875555	0,600908713268582	5000	0,520452945124242	0,409832498167482	--	--	--	--	--	--	--	
0,260478155439871	0,59614067292805	5000	0,470650809882858	0,363285512346365	--	--	--	--	--	--	--	
0,262352099004186	0,583809579928303	5000	0,417355414448214	0,323666894496533	--	--	--	--	--	--	--	
0,264226042568502	0,585151918179846	5000	0,373583936192611	0,289927078186587	--	--	--	--	--	--	--	
0,266099986132818	0,581917298803182	5000	0,366234687173225	0,275657333941137	--	--	--	--	--	--	--	
0,267973929697133	0,596639016850348	5000	0,361817280091525	0,278021373347335	--	--	--	--	--	--	--	
0,269847873261449	0,600174075717647	5000	0,373583936192611	0,2899332258068	--	--	--	--	--	--	--	
0,271721816825764	0,597808323882892	5000	0,382381908579344	0,310108877008484	--	--	--	--	--	--	--	
0,27359576039008	0,595132611604292	5000	0,42893985528392	0,32989778701181	--	--	--	--	--	--	--	
0,275469703954396	0,589002756347259	5000	0,463489563701516	0,367201546417098	--	--	--	--	--	--	--	
0,277343647518711	0,609443494571401	5000	0,53034845429615	0,566645994362268	--	--	--	--	--	--	--	
0,279217591083027	0,59612735054301	5000	0,564123243847455	0,533768242067452	--	--	--	--	--	--	--	
0,281091534647343	0,582149282614382	6000	0,625474658087774	0,489319550797292	--	--	--	--	--	--	--	
0,282965478211658	0,596316286848608	6000	0,679297950573551	0,535278041702404	--	--	--	--	--	--	--	
0,284839421775974	0,587227429809722	6000	0,73265096541216	0,582835193298147	--	--	--	--	--	--	--	
0,286713365340289	0,616108784478402	6000	0,78287109360088	0,626282381349422	--	--	--	--	--	--	--	
0,288587308904605	0,600795371769628	6000	0,819292187635686	0,658031207024729	--	--	--	--	--	--	--	
0,290461252468921	0,604345426720574	6000	0,840789940845812	0,68205275353934	--	--	--	--	--	--	--	
0,292335196033236	0,600898614934899	6000	0,844813931598251	0,682411830446787	--	--	--	--	--	--	--	
0,294209139597552	0,59561397650251	6000	0,828705072108473	0,658777863442377	--	--	--	--	--	--	--	
0,296083083161867	0,599205961139642	6000	0,800430152123998	0,648931052497308	--	--	--	--	--	--	--	
0,297957026726183	0,585404986823992	6000	0,776105993583479	0,615310555906793	--	--	--	--	--	--	--	
0,299830970290499	0,598262929308714	6000	0,734013192547922	0,571365410618908	--	--	--	--	--	--	--	
0,301704913854814	0,609103065029952	6000	0,680671657610363	0,539839575894681	--	--	--	--	--	--	--	
0,30357885741913	0,596537315502627	6000	0,635171986473858	0,494814964386207	--	--	--	--	--	--	--	
0,305452800983446	0,58891194914762	6000	0,583721034878298	0,454052050866349	--	--	--	--	--	--	--	
0,307326744547761	0,591647558495114	6000	0,531760416259789	0,431899380894121	--	--	--	--	--	--	--	
0,309200688112077	0,598879184494175	6000	0,473511911444422	0,385332275588696	--	--	--	--	--	--	--	
0,311074631676392	0,591058871504609	6000	0,42893985528392	0,348361046549068	--	--	--	--	--	--	--	
0,312948575240708	0,595335415076099	6000	0,389696386584703	0,320733920784076	--	--	--	--	--	--	--	
0,314822518805024	0,590276648784671	6000	0,375051850080029	0,31707021857905	--	--	--	--	--	--	--	
0,316696462369339	0,582044796354158	6000	0,389696386584703	0,329479189963296	--	--	--	--	--	--	--	
0,318570405933655	0,587577403041482	6000	0,389696386584703	0,35336185614873	--	--	--	--	--	--	--	
0,320444349497971	0,585821262797618	6000	0,46635552707304	0,379442855432102	--	--	--	--	--	--	--	
0,322318293062286	0,60471407930177	6000	0,499177093484573	0,410946335173756	--	--	--	--	--	--	--	
0,324192236626602	0,582541522170856	6000	0,561317434280521	0,460330168282299	--	--	--	--	--	--	--	
0,326066180190917	0,606580228598899	7000	0,653137967738008	0,51839499999517	--	--	--	--	--	--	--	
0,327940123755233	0,607492107693348	7000	0,720378177059224	0,571777580609929	--	--	--	--	--	--	--	
0,329814067319549	0,609611730430547	7000	0,759842859747523	0,615125009551505	--	--	--	--	--	--	--	
0,331688010883864	0,593124503630624	7000	0,826016894461711	0,662861280445057	--	--	--	--	--	--	--	
0,33356195444818	0,568108891028698	7000	0,847495408817918	0,696568961467566	--	--	--	--	--	--	--	
0,335435898012495	0,604327402747881	7000	0,860888731797401	0,701626776272766	--	--	--	--	--	--	--	
0,337309841576811	0,588507407793183	7000	0,858211930315582	0,692690092555358	--	--	--	--	--	--	--	
0,339183785141127	0,597049719327109	7000	0,847495408817918	0,69567392385314	--	--	--	--	--	--	--	
0,341057728705442	0,554577924990148	7000	0,816600589569548	0,668662677857815	--	--	--	--	--	--	--	
0,342931672269758	0,591122946860689	7000	0,78692703433651	0,620783055638574	--	--	--	--	--	--	--	
0,344805615834074	0,592014250310141	7000	0,742180679835334	0,596119641687071	--	--	--	--	--	--	--	
0,346679559398389	0,592495333402394	7000	0,686163413610406	0,542551235279744	--	--	--	--	--	--	--	
0,348553502962705	0,592531517043223	7000	0,64208857696642	0,506119599631763	--	--	--	--	--	--	--	
0,35042744652702	0,591608779972184	7000	0,59070243652937	0,451129975207897	--	--	--	--	--	--	--	
0,352301390091336	0,588266943567787	7000	0,533171961777379	0,430292895959591	--	--	--	--	--	--	--	
0,354175333655652	0,59928735753586	7000	0,470650809882858	0,379096912076908	--	--	--	--	--	--	--	
0,356049277219967	0,583094896622305	7000	0,426047039573597	0,341603973631678	--	--	--	--	--	--	--	
0,357923220784283	0,588619554989249	7000	0,408643629088652	0,324837457271065	--	--	--	--	--	--	--	
0,359797164348598	0,581492987990715	7000	0,391157444194168	0,320646736352083	--	--	--	--	--	--	--	
0,361671107912914	0,585155810982445	7000	0,407189668243525	0,324075990677463	--	--	--	--	--	--	--	
0,36354505147723	0,586563392450508	7000	0,420254837580211	0,340978034119881	--	--	--	--	--	--	--	
0,365418995041545	0,587169459086138	7000	0,456316001787717	0,360315652912678	--	--	--	--	--	--	--	
0,367292938605861	0,602329694854172	7000	0,496332777381628	0,436541672460914	--	--	--	--	--	--	--	
0,369166882170177	0,584461067322254	7000	0,531760416259789	0,466910357400142	--	--	--	--	--	--	--	
0,371040825734492	0,589929153241164	8000	0,636555971314583	0,495768963267138	--	--	--	--	--	--	--	
0,372914769298808	0,568344260000229	8000	0,695762273921229	0,542156390400206	--	--	--	--	--	--	--	
0,374788712863123	0,593658360165817	8000	0,748979293970823	0,607646429571864	--	--	--	--	--	--	--	
0,376662656427439	0,571289831002576	8000	0,809867271429989	0,655280985294735	--	--	--	--	--	--	--	
0,378536599991755	0,569344547674046	8000	0,843472838463502	0,697928982719335	--	--	--	--	--	--	--	
0,38041054355607	0,552833405235544	8000	0,874258941820299	0,720964115628298	--	--	--	--	--	--	--	
0,382284487120386	0,593515933056405	8000	0,882270153685241	0,717604720623428	--	--	--	--	--	--	--	
0,384158430684702	0,566355359984693	8000	0,876930248497959	0,718625225577481	--	--	--	--	--	--	--	
0,386032374249017	0,570189210187006	8000	0,850175943682579	0,708523288393895	--	--	--	--	--	--	--	
0,387906317813333	0,58189640401657	8000	0,830048797491064	0,682160616330219	--	--	--	--	--	--	--	
0,389780261377648	0,5790672129444	8000	0,795031966012129	0,638712031092539	--	--	--	--	--	--	--	
0,391654204941964	0,576784368551977	8000	0,751696817356762	0,601656411993712	--	--	--	--	--	--	--	
0,39352814850628	0,577820644113113	8000	0,687535588336017	0,552009069528192	--	--	--	--	--	--	--	
0,395402092070595	0,59403203364308	8000	0,633787666488003	0,498080468464309	--	--	--	--	--	--	--	
0,397276035634911	0,589283974753699	8000	0,571131008077248	0,468202754829649	--	--	--	--	--	--	--	
0,399149979199226	0,570654406340509	8000	0,531760416259789	0,425152647156174	--	--	--	--	--	--	--	
0,401023922763542	0,585630528761333	8000	0,464922790760794	0,382050284710954	--	--	--	--	--	--	--	
0,402897866327858	0,580438522414439	8000	0,439047767708234	0,336327359434628	--	--	--	--	--	--	--	
0,404771809892173	0,58614067993064	8000	0,415904864141125	0,334036812033609	--	--	--	--	--	--	--	
0,406645753456489	0,578677749694267	8000	0,413002074105226	0,339834576761698	--	--	--	--	--	--	--	
0,408519697020805	0,576849160503384	8000	0,440489632766104	0,362750948825791	--	--	--	--	--	--	--	
0,41039364058512	0,579382560381416	8000	0,483510742174942	0,395756962833061	--	--	--	--	--	--	--	
0,412267584149436	0,565619100172962	8000	0,526110056131515	0,425499708260493	--	--	--	--	--	--	--	
0,414141527713751	0,580061246461058	8000	0,568329055353145	0,46546762271289	--	--	--	--	--	--	--	
0,416015471278067	0,582585303755891	8000	0,611592222427691	0,486159115137244	--	--	--	--	--	--	--	
0,417889414842383	0,600293673252436	9000	0,657276121449626	0,529427742765288	--	--	--	--	--	--	--	
0,419763358406698	0,585450872108002	9000	0,731288456796273	0,582258155310708	--	--	--	--	--	--	--	
0,421637301971014	0,591260852454702	9000	0,78692703433651	0,631156326423036	--	--	--	--	--	--	--	
0,423511245535329	0,579209772260115	9000	0,844813931598251	0,693445690966029	--	--	--	--	--	--	--	
0,425385189099645	0,555366806276455	9000	0,879600651335388	0,729117257206828	--	--	--	--	--	--	--	
0,427259132663961	0,58094019547086	9000	0,900931733198022	0,746281412819804	--	--	--	--	--	--	--	
0,429133076228276	0,582332012874993	9000	0,910246385124744	0,749273906673343	--	--	--	--	--	--	--	
0,431007019792592	0,580710761380328	9000	0,887606470214823	0,737614944954132	--	--	--	--	--	--	--	
0,432880963356908	0,583536679423742	9000	0,882270153685241	0,711431392188251	--	--	--	--	--	--	--	
0,434754906921223	0,588608595776853	9000	0,835421287238476	0,68575976852309	--	--	--	--	--	--	--	
0,436628850485539	0,591254592661932	9000	0,79638189331322	0,607626868962117	--	--	--	--	--	--	--	
0,438502794049854	0,569077368458945	9000	0,751696817356762	0,547423783166953	--	--	--	--	--	--	--	
0,44037673761417	0,577599078069164	9000	0,640705923847297	0,499486876304892	--	--	--	--	--	--	--	
0,442250681178486	0,586574779303204	9000	0,575331077753461	0,446112678808595	--	--	--	--	--	--	--	
0,444124624742801	0,571900631097634	9000	0,527523275600234	0,417390997209794	--	--	--	--	--	--	--	
0,445998568307117	0,587925028140565	9000	0,480656297964469	0,388696979901935	--	--	--	--	--	--	--	
0,447872511871432	0,575265312689825	9000	0,437605376326095	0,353826560348793	--	--	--	--	--	--	--	
0,449746455435748	0,58997104371046	9000	0,411549829541905	0,343169940160325	--	--	--	--	--	--	--	
0,451620399000064	0,588405730992031	9000	0,42315203976481	0,339143248925902	--	--	--	--	--	--	--	
0,453494342564379	0,582912225633521	9000	0,450568125910586	0,351936446572962	--	--	--	--	--	--	--	
0,455368286128695	0,580783877772068	9000	0,477799969000527	0,374599089584943	--	--	--	--	--	--	--	
0,457242229693011	0,570622114160741	9000	0,516205627670967	0,41193107215572	--	--	--	--	--	--	--	
