Crack_length,Load,u,Specimen_name
57.4355,661.297344,2.007166,DCB-DC_830_1
57.8299,663.649323,2.035028,
58.2243,665.432813,2.058518,
58.6187,673.146411,2.098097,
59.013,683.483228,2.15155,
59.4074,699.45662,2.226739,
59.8018,712.702758,2.290192,
60.1962,722.809209,2.34861,
60.5906,729.657073,2.415496,
60.985,730.121524,2.445487,
61.3794,733.16089,2.470446,
61.7738,735.349383,2.507736,
62.1682,736.70558,2.532247,
62.5626,740.306003,2.569155,
62.957,745.470698,2.610575,
63.3513,751.891268,2.674455,
63.7457,762.934054,2.750408,
64.1401,769.767058,2.814803,
64.5345,772.442296,2.844502,
64.9289,776.061298,2.886723,
65.3233,779.936678,2.917359,
65.7177,784.276508,2.964711,
66.1121,788.218769,3.007489,
66.5065,790.061711,3.04431,
66.9009,792.168461,3.088106,
67.2952,794.925443,3.125172,
67.6896,797.682424,3.167008,
68.084,805.407175,3.221464,
68.4784,806.648189,3.246605,
68.8728,811.288984,3.305601,
69.2672,814.332068,3.354309,
69.6616,814.001379,3.42367,
70.056,817.02217,3.47404,
70.4504,820.611448,3.529835,
70.8448,823.453889,3.574187,
71.2391,827.923768,3.63773,
71.6335,833.367136,3.712145,
72.0279,838.3572,3.760999,
72.4223,840.932117,3.817014,
72.8167,844.811214,3.862564,
73.2111,843.78199,3.897164,
73.6055,841.459734,3.943958,
73.9999,840.188995,3.996815,
74.3943,838.929404,4.0358,
74.7887,840.359914,4.088297,
75.1831,840.868952,4.140667,
75.5774,841.385422,4.180039,
75.97183,842.031938,4.232485,
76.36622,844.517681,4.298723,
76.76062,845.818145,4.358043,
77.15501,844.72204,4.398683,
77.5494,845.045298,4.451091,
77.94379,840.70175,4.498826,
78.33818,838.186282,4.547503,
78.73257,834.619296,4.589032,
79.12696,831.795433,4.616832,
79.52135,825.590365,4.659445,
79.91574,820.444246,4.701719,
80.31013,816.617168,4.75662,
80.70452,813.559222,4.818128,
81.09891,807.900349,4.873854,
81.4933,806.072269,4.915794,
81.88769,799.562522,4.952693,
82.28208,791.012907,4.982047,
82.67647,788.16675,4.998061,
83.07086,785.246282,5.01316,
83.46525,780.10388,5.049062,
83.85964,779.212134,5.110928,
84.25403,778.673371,5.16597,
84.64842,777.900524,5.212963,
85.04281,777.272586,5.25471,
85.4372,774.062301,5.323365,
85.83159,772.546333,5.364703,
86.22598,770.164628,5.419914,
86.62037,766.475029,5.475553,
87.01477,763.591717,5.519595,
87.40916,757.947709,5.582783,
87.80355,754.967791,5.618419,
88.19794,752.430031,5.639639,
88.59233,750.178373,5.660323,
88.98672,749.936858,5.700673,
89.38111,748.194238,5.74316,
89.7755,745.886846,5.799059,
90.16989,745.199459,5.813317,
90.56428,744.486062,5.834533,
90.95867,742.033761,5.901362,
91.35306,739.923296,5.958003,
91.74745,737.266637,6.011946,
92.14184,737.708794,6.068141,
92.93062,735.078144,6.088902,
93.32501,733.8297,6.16424,
93.7194,731.971896,6.21317,
94.11379,726.996698,6.345208,
94.50818,727.111882,6.440457,
94.90257,727.115597,6.508828,
95.29696,727.067295,6.563733,
95.6914,724.674444,6.606165,
96.0857,719.435438,6.656573,
96.4801,715.04359,6.699091,
96.8745,711.825875,6.754196,
97.2689,711.33913,6.788426,
97.6633,710.885826,6.837529,
98.0577,708.842242,6.892972,
98.4521,709.358712,6.954447,
98.8465,710.224448,7.027715,
99.2409,707.991368,7.116333,
99.6353,706.0704,7.164334,
100.0296,703.491769,7.205863,
100.424,701.47791,7.25472,
100.8184,698.542581,7.331791,
101.2128,695.503214,7.380863,
101.6072,690.862422,7.449913,
102.0016,690.041273,7.490736,
102.396,688.837417,7.531707,
102.7904,687.63356,7.580317,
103.1848,685.61227,7.663032,
103.5792,682.587767,7.792603,
103.9736,680.023998,7.854408,
104.3679,675.197426,7.890856,
104.7623,672.592786,7.925899,
105.1567,671.901683,7.94751,
105.5511,670.504616,7.975054,
105.9455,667.487544,8.030936,
106.3399,666.20566,8.065233,
106.7343,664.173223,8.140319,
107.1287,662.571797,8.20936,
107.5231,659.937432,8.303966,
107.9175,656.663984,8.406678,
108.3118,654.95109,8.467987,
108.7062,653.271636,8.543305,
109.1006,652.298147,8.631769,
109.495,648.118091,8.671019,
63.76946,128.350859,11.52991,
63.76946,128.110436,11.534693,
63.76946,128.521158,11.557757,
63.76946,127.714739,11.567525,
63.76946,127.829942,11.576078,
64.01379,127.950154,11.59367,
64.01379,127.479325,11.605384,
64.01379,127.564475,11.617017,
64.01379,126.692941,11.633677,
64.01379,126.602783,11.640325,
64.25812,126.427474,11.659254,
64.25812,126.352342,11.672914,
64.50244,125.530896,11.684385,
64.74677,125.190297,11.700801,
64.74677,125.055059,11.713894,
64.9911,124.308746,11.728851,
64.9911,124.83968,11.739106,
64.9911,123.862961,11.753942,
64.9911,124.443984,11.765291,
65.23543,124.233614,11.780451,
65.23543,123.923067,11.788841,
65.23543,123.787829,11.812067,
65.23543,123.647582,11.831281,
65.23543,124.50409,11.823457,
65.23543,123.852944,11.842833,
65.23543,123.712697,11.864762,
65.23543,122.85619,11.881989,
65.47975,123.387124,11.890055,
65.47975,123.522362,11.873436,
65.47975,122.956366,11.904688,
65.47975,123.372098,11.937074,
65.47975,123.597494,11.924063,
65.47975,123.923067,11.955072,
65.47975,123.767794,11.960827,
65.47975,124.043279,11.980081,
65.47975,122.89626,11.992322,
65.47975,123.131675,12.018832,
65.47975,123.562433,12.015102,
65.47975,123.026489,12.024425,
65.47975,123.161727,12.055069,
65.72408,123.712697,12.058231,
65.72408,122.796084,12.072012,
65.72408,123.357071,12.076552,
65.72408,123.19178,12.090253,
65.72408,122.154956,12.12268,
65.72408,123.301974,12.128476,
65.72408,123.161727,12.135002,
65.72408,123.422186,12.145217,
65.72408,123.211816,12.153364,
65.96841,122.455485,12.208328,
65.96841,122.791075,12.190169,
65.96841,122.445467,12.193777,
65.96841,122.585714,12.231109,
65.96841,122.069806,12.230501,
65.96841,121.819365,12.241039,
66.21274,121.899506,12.249835,
66.21274,122.720952,12.259847,
66.21274,121.75926,12.270994,
66.21274,122.0097,12.301557,
66.21274,122.139929,12.308812,
66.21274,122.360317,12.313028,
66.21274,122.109877,12.33289,
66.21274,121.999683,12.344361,
66.21274,121.649066,12.365114,
66.45706,121.699154,12.368316,
66.45706,122.485538,12.381166,
66.45706,120.972876,12.39973,
66.45706,122.18,12.412255,
66.45706,121.854427,12.424902,
66.45706,121.383598,12.442615,
66.45706,121.829383,12.453803,
66.70139,121.879471,12.46572,
66.70139,121.473757,12.47861,
66.70139,121.964621,12.491256,
66.70139,121.298449,12.51051,
66.70139,121.478766,12.517441,
66.70139,121.488784,12.530898,
66.94572,120.967867,12.552341,
66.94572,121.50381,12.555543,
66.94572,120.842647,12.576134,
67.19005,121.03799,12.58947,
67.19005,120.862682,12.599847,
67.19005,120.5321,12.615493,
67.19005,120.311712,12.623884,
67.19005,120.146421,12.636814,
67.43437,119.565399,12.660162,
67.43437,119.52032,12.670538,
67.43437,120.036228,12.677024,
67.43437,119.360038,12.693116,
67.43437,119.164694,12.702398,
67.6787,118.533583,12.716869,
67.6787,117.516794,12.737217,
67.92303,118.16794,12.734582,
67.92303,118.087799,12.755619,
67.92303,116.860639,12.769725,
67.92303,117.091045,12.785007,
68.16736,116.655278,12.813826,
68.16736,117.296406,12.800207,
68.16736,116.830587,12.81338,
68.16736,115.42311,12.862548,
68.16736,115.863885,12.852253,
68.16736,116.104309,12.854725,
68.41168,116.424873,12.872317,
68.41168,116.454926,12.882775,
68.41168,115.873903,12.907663,
68.41168,115.903956,12.918323,
68.41168,116.124344,12.917107,
68.41168,115.33796,12.933118,
68.65601,115.969071,12.956182,
68.65601,116.119335,12.961897,
68.65601,116.239546,12.980786,
68.65601,116.229529,12.990798,
68.65601,116.064238,13.008592,
68.65601,115.583392,13.017672,
68.65601,115.778736,13.030481,
68.65601,115.833833,13.046694,
68.65601,116.039194,13.062422,
68.65601,115.708612,13.071339,
68.90034,115.553339,13.085283,
68.90034,115.322934,13.09724,
68.90034,115.668542,13.113454,
68.90034,115.46318,13.129546,
68.90034,114.962299,13.140247,
68.90034,115.543321,13.153461,
68.90034,115.017396,13.168337,
68.90034,115.002369,13.178836,
68.90034,114.57662,13.186213,
68.90034,114.511506,13.21102,
68.90034,114.807026,13.21864,
69.14466,115.122581,13.232016,
69.14466,114.822052,13.245109,
69.14466,114.882158,13.25735,
69.14466,114.666779,13.277252,
69.14466,114.902193,13.282724,
69.14466,115.032422,13.288521,
69.14466,114.481453,13.311139,
69.38899,114.591647,13.324029,
69.38899,114.080748,13.34162,
69.38899,114.566603,13.352402,
69.38899,114.791999,13.360752,
69.38899,114.461418,13.378952,
69.38899,114.231012,13.391194,
69.38899,114.391294,13.406718,
69.38899,114.947272,13.412636,
69.38899,114.336197,13.429863,
69.38899,114.090765,13.434849,
69.63332,113.845333,13.467276,
69.63332,114.085756,13.4676,
69.63332,114.125827,13.470113,
69.63332,114.07073,13.495731,
69.63332,114.015633,13.507567,
69.63332,113.830307,13.532495,
69.63332,114.180924,13.530225,
69.63332,113.98558,13.537359,
69.87765,113.770201,13.574245,
69.87765,113.875386,13.580893,
69.87765,113.720113,13.588432,
69.87765,114.185933,13.598931,
69.87765,113.499725,13.616644,
69.87765,113.023888,13.62544,
69.87765,113.209214,13.646477,
69.87765,113.319408,13.648666,
69.87765,113.474681,13.658151,
70.12197,113.554822,13.684012,
70.12197,113.22424,13.694834,
70.12197,113.469672,13.710359,
70.12197,113.374505,13.72718,
70.12197,113.589884,13.720736,
70.12197,113.705087,13.741651,
70.12197,112.583112,13.773106,
70.12197,112.59313,13.77043,
70.12197,113.304381,13.787211,
70.12197,113.063958,13.800709,
70.12197,113.289355,13.813315,
70.12197,112.67828,13.835731,
70.3663,113.805263,13.845378,
70.3663,113.264311,13.851498,
70.3663,113.770201,13.872292,
70.3663,113.464664,13.884817,
70.3663,113.289355,13.896856,
70.3663,113.359478,13.906665,
70.3663,113.063958,13.913353,
70.61063,113.389531,13.931634,
70.61063,112.50798,13.9579,
