Machine_N_cycles,Machine_Load,Machine_Displacement,DIC_index,DIC_N_cycles,DIC_exx,DIC_eyy,DIC_exy,DIC_crack_length,Th_sN_cycles,Th_time,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips
1,36.9193776815046,0.0028592032749527197,,,,,,,,,,,,,
1,39.284292931881,0.00336382388554413,,,,,,,,,,,,,
1,42.831665753544,0.0035731967090753703,,,,,,,,,,,,,
1,44.132369105204894,0.00387779104856616,,,,,,,,,,,,,
1,46.9702672965347,0.00421105750017065,,,,,,,,,,,,,
1,46.8520215393992,0.00430692323835561,,,,,,,,,,,,,
1,48.15272486387779,0.00430692323835561,,,,,,,,,,,,,
1,47.38412744593471,0.0043640054489744,,,,,,,,,,,,,
1,47.443250324347495,0.0043259864793894105,,,,,,,,,,,,,
1,47.3250045675037,0.0043259864793894105,,,,,,,,,,,,,
1,44.368860622747,0.00399676864588837,,,,,,,,,,,,,
1,43.422894550839395,0.00399676864588837,,,,,,,,,,,,,
1,40.7032420683271,0.0038377839878519,,,,,,,,,,,,,
1,38.6339412408855,0.00344822545588781,,,,,,,,,,,,,
1,35.5595513995821,0.0032354871067096897,,,,,,,,,,,,,
1,32.5442843930268,0.0029495695538313,,,,,,,,,,,,,
1,29.115157153108395,0.00253261610482104,,,,,,,,,,,,,
1,26.572873126654898,0.00216124283611055,,,,,,,,,,,,,
1,24.089711953280602,0.0017319489049215401,,,,,,,,,,,,,
1,20.9561990001779,0.00140835500047354,,,,,,,,,,,,,
1,19.4781268355878,0.00111767783760644,,,,,,,,,,,,,
1,18.6504064187026,0.000579531316390704,,,,,,,,,,,,,
1,17.6453173365157,0.0,,,,,,,,,,,,,
1,17.4088257870431,0.000623888747320817,,,,,,,,,,,,,
1,17.6453173365157,0.0007895811616018201,,,,,,,,,,,,,
1,18.886897966729,0.00115147635273578,,,,,,,,,,,,,
1,20.010232816084898,0.000749665456406931,,,,,,,,,,,,,
1,22.138656724060198,0.00164645228891119,,,,,,,,,,,,,
1,24.385326380297,0.0017319489049215401,,,,,,,,,,,,,
1,27.5188392798239,0.00213553529665064,,,,,,,,,,,,,
1,30.9479665473521,0.00253261610482104,,,,,,,,,,,,,
1,33.785864930734704,0.00299430930805188,,,,,,,,,,,,,
10,39.402538693646896,0.0038177133466576296,,,,,,,,,,,,,
10,40.8806107096543,0.00428782376664403,,,,,,,,,,,,,
10,45.6695639640395,0.00458922599172215,,,,,,,,,,,,,
10,46.8520215393992,0.00477334622786807,,,,,,,,,,,,,
10,50.3993942216905,0.00499035456117636,,,,,,,,,,,,,
10,50.8132543636654,0.00507958430524863,,,,,,,,,,,,,
10,52.054834784190504,0.0050617923958862394,,,,,,,,,,,,,
10,51.700097522010495,0.005185781698330121,,,,,,,,,,,,,
10,51.286237381963794,0.005185781698330121,,,,,,,,,,,,,
10,49.9855340788169,0.00515048697670896,,,,,,,,,,,,,
10,47.9753562292416,0.005008254906330429,,,,,,,,,,,,,
10,45.6695639640395,0.004681674059782,,,,,,,,,,,,,
10,42.595174234119504,0.0043829617567620795,,,,,,,,,,,,,
10,39.63903021696321,0.0041336866987051295,,,,,,,,,,,,,
10,34.9091996961977,0.0037369730365629,,,,,,,,,,,,,
10,31.5983182638132,0.0031487060986615397,,,,,,,,,,,,,
10,28.110068123274498,0.00288190836022972,,,,,,,,,,,,,
10,24.326203494928603,0.00243599160859232,,,,,,,,,,,,,
10,21.6656736353394,0.00208371720238768,,,,,,,,,,,,,
10,18.0591775474305,0.00181567301560349,,,,,,,,,,,,,
10,16.5811053617239,0.0012178351313032099,,,,,,,,,,,,,
10,15.1030331652913,0.00118485487704649,,,,,,,,,,,,,
10,13.802329623583601,0.000579531316390704,,,,,,,,,,,,,
10,14.393558507203199,0.000579531316390704,,,,,,,,,,,,,
10,14.6891729483724,0.0010135102629844801,,,,,,,,,,,,,
10,16.8175969121586,0.00111767783760644,,,,,,,,,,,,,
10,18.3547919832818,0.00137740083159889,,,,,,,,,,,,,
10,21.2518134317984,0.00203134079215485,,,,,,,,,,,,,
10,25.390415428891,0.00216124283611055,,,,,,,,,,,,,
10,28.405682544341303,0.00281355933065269,,,,,,,,,,,,,
10,32.8398988074762,0.00317049654337612,,,,,,,,,,,,,
20,34.7318310494462,0.0037774356462887,,,,,,,,,,,,,
20,37.8653437850938,0.00430692323835561,,,,,,,,,,,,,
20,43.3637716711913,0.0044018829925170895,,,,,,,,,,,,,
20,45.3739495690629,0.00504397364420434,,,,,,,,,,,,,
20,50.10377983401529,0.00539543821180255,,,,,,,,,,,,,
20,51.227114504740804,0.0055332855920924105,,,,,,,,,,,,,
20,54.4197498484426,0.0057373461151899105,,,,,,,,,,,,,
20,54.4788727246706,0.00587167158026119,,,,,,,,,,,,,
20,55.129224361957995,0.00582145537145341,,,,,,,,,,,,,
20,54.242381219647704,0.0058046753751861205,,,,,,,,,,,,,
20,52.8825550600341,0.0057373461151899105,,,,,,,,,,,,,
20,50.6358857315005,0.0055332855920924105,,,,,,,,,,,,,
20,43.600263189675296,0.00493648742231638,,,,,,,,,,,,,
20,41.294470872120705,0.0046447895377197705,,,,,,,,,,,,,
20,36.3281488644376,0.0043259864793894105,,,,,,,,,,,,,
20,32.3077928611483,0.00375722768548666,,,,,,,,,,,,,
20,27.6962079330434,0.0034061367146346897,,,,,,,,,,,,,
20,24.326203494928603,0.0029495695538313,,,,,,,,,,,,,
20,20.010232816084898,0.00216124283611055,,,,,,,,,,,,,
20,17.349702899632,0.00192480243991522,,,,,,,,,,,,,
20,13.802329623583601,0.0012504369244705801,,,,,,,,,,,,,
20,13.033732072327302,0.0007895811616018201,,,,,,,,,,,,,
20,11.4374140720611,0.000749665456406931,,,,,,,,,,,,,
20,11.2600454045999,0.000486044217039482,,,,,,,,,,,,,
20,12.1468887403769,0.00108343542268924,,,,,,,,,,,,,
20,13.4475922925926,0.0012504369244705801,,,,,,,,,,,,,
20,16.5811053617239,0.00161753013733691,,,,,,,,,,,,,
20,19.0642666275678,0.00187057886629545,,,,,,,,,,,,,
20,23.084622898168302,0.00255652500523768,,,,,,,,,,,,,
20,28.169191007522997,0.0029719755121493,,,,,,,,,,,,,
20,31.6574411470218,0.0034272087756079,,,,,,,,,,,,,
30,38.5156954786531,0.00430692323835561,,,,,,,,,,,,,
30,41.767453913858,0.004755072523423711,,,,,,,,,,,,,
30,47.5614960811183,0.00511508829240407,,,,,,,,,,,,,
30,49.3943053017257,0.0056527050397227,,,,,,,,,,,,,
30,53.946766837953604,0.0058549533642706,,,,,,,,,,,,,
30,54.18325834334579,0.00605425025751606,,,,,,,,,,,,,
30,56.78466488312429,0.00633187858539035,,,,,,,,,,,,,
30,55.543084493611495,0.0062994903824392,,,,,,,,,,,,,
30,55.720453121185294,0.00605425025751606,,,,,,,,,,,,,
30,54.30150409593121,0.00602123127369061,,,,,,,,,,,,,
30,52.35044916883471,0.00593834175408167,,,,,,,,,,,,,
30,49.0986909124934,0.0056527050397227,,,,,,,,,,,,,
30,45.0192122944915,0.00536074073210739,,,,,,,,,,,,,
30,41.4718395129074,0.00497242665570803,,,,,,,,,,,,,
30,37.510606496784504,0.00458922599172215,,,,,,,,,,,,,
30,32.1895470951028,0.00403609066396372,,,,,,,,,,,,,
30,28.2283138917539,0.00353175069128599,,,,,,,,,,,,,
30,23.616728869148503,0.00301657193797688,,,,,,,,,,,,,
30,20.601461681662,0.0026512221832518603,,,,,,,,,,,,,
30,16.1081222600309,0.00192480243991522,,,,,,,,,,,,,
30,13.6249609581649,0.0017319489049215401,,,,,,,,,,,,,
30,11.2600454045999,0.0012178351313032099,,,,,,,,,,,,,
30,10.254956286102301,0.000828649808940307,,,,,,,,,,,,,
30,9.368112942185212,0.0010135102629844801,,,,,,,,,,,,,
30,9.95934183855309,0.000828649808940307,,,,,,,,,,,,,
30,11.733028517490098,0.00118485487704649,,,,,,,,,,,,,
30,14.9256645010001,0.00149952871523629,,,,,,,,,,,,,
30,21.96128806592,0.00243599160859232,,,,,,,,,,,,,
30,26.1590129332334,0.0030829424398769,,,,,,,,,,,,,
30,31.9530555627993,0.00361443770747348,,,,,,,,,,,,,
40,36.9193776815046,0.0045146892744448,,,,,,,,,,,,,
40,43.541140310081396,0.00502612787383014,,,,,,,,,,,,,
40,45.84693260080729,0.00551613569838465,,,,,,,,,,,,,
40,51.5818517678033,0.00582145537145341,,,,,,,,,,,,,
40,52.2322034150322,0.00612005800307584,,,,,,,,,,,,,
40,55.779575997006205,0.00633187858539035,,,,,,,,,,,,,
40,55.83869887280851,0.0064927700776405296,,,,,,,,,,,,,
40,57.7897537638775,0.00644468373027044,,,,,,,,,,,,,
40,56.429927629812404,0.00655664889062445,,,,,,,,,,,,,
40,55.188347237964,0.00646072954758904,,,,,,,,,,,,,
40,53.4737838262828,0.00625077375526735,,,,,,,,,,,,,
40,50.9315001183502,0.00612005800307584,,,,,,,,,,,,,
40,46.0243012374115,0.00570355432067748,,,,,,,,,,,,,
40,42.5360513542182,0.0054127511178072105,,,,,,,,,,,,,
40,37.2149920893681,0.004681674059782,,,,,,,,,,,,,
40,34.3770937554628,0.0043450137856956795,,,,,,,,,,,,,
40,27.932699470423604,0.00379759738176534,,,,,,,,,,,,,
40,23.616728869148503,0.00336382388554413,,,,,,,,,,,,,
40,19.359881061954102,0.0027444910961621,,,,,,,,,,,,,
40,16.6402282493583,0.00241157916618971,,,,,,,,,,,,,
40,11.8512742955427,0.00187057886629545,,,,,,,,,,,,,
40,11.555659850283599,0.00131457616430536,,,,,,,,,,,,,
40,8.77688404412633,0.00108343542268924,,,,,,,,,,,,,
40,8.4812695944634,0.0009414514033797631,,,,,,,,,,,,,
40,9.368112942185212,0.00111767783760644,,,,,,,,,,,,,
40,10.7870622906233,0.0012178351313032099,,,,,,,,,,,,,
40,13.033732072327302,0.00149952871523629,,,,,,,,,,,,,
40,17.2314571247581,0.00203134079215485,,,,,,,,,,,,,
40,20.6605845681246,0.00255652500523768,,,,,,,,,,,,,
40,26.868487550002104,0.00321388624973297,,,,,,,,,,,,,
50,38.9295556461526,0.00457064072707824,,,,,,,,,,,,,
50,41.2353479918224,0.00509734954663709,,,,,,,,,,,,,
50,47.2067588105869,0.0056186963903698,,,,,,,,,,,,,
50,49.5125510572904,0.00595495915349009,,,,,,,,,,,,,
50,54.242381219647704,0.0062832695022395,,,,,,,,,,,,,
50,55.010978609890394,0.00660438342808113,,,,,,,,,,,,,
50,58.1444910146253,0.006746710360512429,,,,,,,,,,,,,
50,57.553262263007,0.0068565248043317,,,,,,,,,,,,,
50,58.3218596397479,0.00673096015191274,,,,,,,,,,,,,
50,55.483961617716595,0.00665197055810808,,,,,,,,,,,,,
50,54.3606269721961,0.00644468373027044,,,,,,,,,,,,,
50,50.8132543636654,0.0062832695022395,,,,,,,,,,,,,
50,47.5614960811183,0.00597155670328039,,,,,,,,,,,,,
50,42.949911513147704,0.0055332855920924105,,,,,,,,,,,,,
50,39.284292931881,0.00507958430524863,,,,,,,,,,,,,
50,33.963233578339704,0.00462630015824325,,,,,,,,,,,,,
50,29.174280037058,0.00409476802740263,,,,,,,,,,,,,
50,23.8532204113539,0.00353175069128599,,,,,,,,,,,,,
50,20.010232816084898,0.00292709041170705,,,,,,,,,,,,,
50,15.8716307087729,0.00241157916618971,,,,,,,,,,,,,
50,13.033732072327302,0.00216124283611055,,,,,,,,,,,,,
50,10.1958333966263,0.00143902027625148,,,,,,,,,,,,,
50,8.65863826431181,0.0012178351313032099,,,,,,,,,,,,,
50,8.1265322543109,0.00108343542268924,,,,,,,,,,,,,
50,8.59951537437922,0.0010487226799338698,,,,,,,,,,,,,
50,10.254956286102301,0.00146940799150377,,,,,,,,,,,,,
50,12.678994740006699,0.00178795225164184,,,,,,,,,,,,,
50,15.9307535966131,0.00233769535719045,,,,,,,,,,,,,
50,20.601461681662,0.00283642065198018,,,,,,,,,,,,,
50,24.385326380297,0.0032354871067096897,,,,,,,,,,,,,
50,31.066212314140397,0.0038578097445717205,,,,,,,,,,,,,
60,36.4463946279939,0.004681674059782,,,,,,,,,,,,,
60,43.83675470786961,0.005291055046144411,,,,,,,,,,,,,
60,46.142546995056804,0.0056527050397227,,,,,,,,,,,,,
60,51.4636060135227,0.00608719224328635,,,,,,,,,,,,,
60,53.1781694433889,0.00646072954758904,,,,,,,,,,,,,
60,56.72554200761871,0.00666780051636275,,,,,,,,,,,,,
60,56.6664191320946,0.00691893835820143,,,,,,,,,,,,,
60,59.4451942616313,0.006996617750524001,,,,,,,,,,,,,
60,57.848876639048605,0.006934504032552189,,,,,,,,,,,,,
60,57.08027926037379,0.006746710360512429,,,,,,,,,,,,,
60,53.6511524557977,0.00669941223318876,,,,,,,,,,,,,
60,52.2322034150322,0.00636419594218662,,,,,,,,,,,,,
60,47.38412744593471,0.00610363460370905,,,,,,,,,,,,,
60,43.659386069251006,0.00578787456431484,,,,,,,,,,,,,
60,38.5156954786531,0.00537810146421254,,,,,,,,,,,,,
60,34.9091996961977,0.00471843445835524,,,,,,,,,,,,,
60,28.878665617134104,0.0043640054489744,,,,,,,,,,,,,
60,25.0356781181985,0.0037774356462887,,,,,,,,,,,,,
60,20.069355702720397,0.0032354871067096897,,,,,,,,,,,,,
60,16.9949655748043,0.00258033845783922,,,,,,,,,,,,,
60,12.2060116292927,0.00223759427185113,,,,,,,,,,,,,
60,11.2009225154122,0.00187057886629545,,,,,,,,,,,,,
60,8.06740936422644,0.00161753013733691,,,,,,,,,,,,,
60,8.244778034429231,0.00131457616430536,,,,,,,,,,,,,
